MP:0013118	swellings
HP:0009740	Aplasia of the parotid gland
HP:0000197	Abnormal parotid gland morphology
MP:0009902	abnormal lateral nasal prominence morphology
MP:0003935	abnormal craniofacial development
HP:0012256	Absent outer dynein arms
HP:0200106	Absent/shortened dynein arms
HP:0000931	Thinning and bulging of the posterior fossa bones
HP:0000932	Abnormal posterior cranial fossa morphology
HP:0100506	Low levels of vitamin B8
HP:0004340	Abnormality of vitamin B metabolism
HP:0031043	Type A4 brachydactyly
HP:0009370	Type A brachydactyly
MP:0001267	enlarged chest
MP:0004134	abnormal chest morphology
HP:0001792	Small nail
HP:0008386	Aplasia/Hypoplasia of the nails
MP:0020659	decreased anterior commissure cell density
MP:0020658	abnormal anterior commissure cell density
HP:0002251	Aganglionic megacolon
HP:0004362	Abnormality of enteric ganglion morphology
HP:0006684	Ventricular preexcitation with multiple accessory pathways
HP:0004309	Ventricular preexcitation
HP:0025255	Ameliorated by pregnancy
HP:0025254	Ameliorated by
HP:0009514	Bracket epiphysis of the middle phalanx of the 2nd finger
HP:0009500	Abnormality of the epiphysis of the middle phalanx of the 2nd finger
HP:0041241	Fractured phalanx of manus
MP:0013058	genital open incision
MP:0013030	open incision
HP:0033745	Dysplasia of the superior cerebellar vermis
HP:0002334	Abnormal cerebellar vermis morphology
MP:0001745	increased circulating corticosterone level
MP:0003367	increased circulating glucocorticoid level
MP:0013334	adenohypophysis peliosis
MP:0013333	pituitary gland peliosis
HP:0009153	Abnormality of the epiphysis of the proximal phalanx of the 5th finger
HP:0010245	Abnormality of the epiphyses of the proximal phalanges of the hand
MP:0013896	abnormal eyelid cilium number
MP:0013895	abnormal eyelid cilium morphology
HP:0011197	EEG with focal spike waves
HP:0011185	EEG with focal epileptiform discharges
HP:0031128	Impaired collagen-related peptide-induced platelet aggregation
HP:0003540	Impaired platelet aggregation
HP:0100701	Abnormal pia mater
HP:0010651	Abnormal meningeal morphology
HP:0033370	Bronchial telangiectasia
HP:0100579	Mucosal telangiectasiae
MP:0013531	abnormal periderm development
MP:0013530	abnormal periderm morphology
MP:0020933	abnormal susceptibility to Retroviridae infection
MP:0020918	abnormal susceptibility to Ortervirales infection
MP:0013752	stridor
MP:0001950	abnormal respiratory sounds
HP:0008675	Enlarged polycystic ovaries
HP:0000147	Polycystic ovaries
MP:0013624	decreased femur compact bone thickness
MP:0000135	decreased compact bone thickness
MP:0020644	decreased hippocampal fimbria total cell area
MP:0020643	abnormal hippocampal fimbria total cell area
MP:0010837	abnormal CD8-positive, alpha-beta memory T cell morphology
MP:0005010	abnormal CD8-positive, alpha beta T cell morphology
HP:0003435	Cold-induced hand cramps
HP:0003449	Cold-induced muscle cramps
HP:0009674	Triangular epiphysis of the proximal phalanx of the thumb
HP:0010267	Triangular epiphyses of the middle phalanges of the hand
MP:0012644	decreased 5-aminolevulinate synthase activity
MP:0012643	abnormal 5-aminolevulinate synthase activity
MP:0000556	abnormal hindlimb morphology
HP:0100763	Abnormality of the lymphatic system
HP:0002597	Abnormality of the vasculature
MP:0020145	enlarged adrenal gland x-zone
MP:0020143	abnormal adrenal gland x-zone size
HP:0003193	Allergic rhinitis
HP:0012384	Rhinitis
HP:0033177	Elevated circulating suberic acid concentration
HP:0010995	Abnormal circulating dicarboxylic acid concentration
HP:0007510	Focal dermal aplasia/hypoplasia
HP:0008065	Aplasia/Hypoplasia of the skin
HP:0002490	Increased CSF lactate
HP:0030085	Abnormal CSF lactate level
MP:0008012	duodenum polyps
MP:0008011	intestine polyps
HP:0031281	Sialadenitis
HP:0010286	Abnormal salivary gland morphology
HP:0000710	Hyperorality
MP:0010710	absent sclera
MP:0002698	abnormal sclera morphology
MP:0005505	thrombocytosis
MP:0011898	abnormal platelet cell number
MP:0014187	spermatocele
MP:0010285	decreased skin tumor incidence
MP:0012422	decreased integument system tumor incidence
HP:0032917	Focal aware sexual automatism seizure
HP:0000834	Abnormality of the adrenal glands
HP:0000818	Abnormality of the endocrine system
MP:0010998	pulmonary alveolar proteinosis
MP:0010999	proteinosis
MP:0001045	abnormal enteric ganglia morphology
MP:0001044	abnormal enteric nervous system morphology
HP:0001126	Cryptophthalmos
HP:0011226	Aplasia/Hypoplasia of the eyelid
HP:0006679	Granulomatous coronary arteritis
HP:0012089	Arteritis
HP:0100939	Sclerosis of the distal phalanx of the 2nd toe
HP:0010356	Abnormality of the distal phalanx of the 2nd toe
MP:0008556	abnormal tumor necrosis factor secretion
MP:0003009	abnormal cytokine secretion
HP:0006268	Fluctuating splenomegaly
HP:0001744	Splenomegaly
HP:0009597	Short proximal phalanx of the 2nd finger
HP:0009536	Short 2nd finger
MP:0011699	abnormal brown adipose tissue thermogenesis
MP:0011698	abnormal brown adipose tissue physiology
HP:0100902	Sclerosis of the distal phalanx of the 4th finger
HP:0100915	Sclerosis of distal finger phalanx
MP:0030306	abnormal cranial fossa morphology
MP:0010029	abnormal basicranium morphology
HP:0032106	Conjunctival icterus
HP:0000502	Abnormal conjunctiva morphology
HP:0012518	Abnormal circle of Willis morphology
HP:0009145	Abnormal cerebral artery morphology
MP:0010446	heart left ventricle hypoplasia
MP:0010580	decreased heart left ventricle size
MP:0005479	decreased circulating triiodothyronine level
MP:0005476	abnormal circulating triiodothyronine level
HP:0020156	Abnormal zona pellucida morphology
HP:0020155	Abnormal oocyte morphology
MP:0014228	increased alveolar macrophage number
MP:0014227	abnormal alveolar macrophage number
HP:0400008	Menometrorrhagia
HP:0000140	Abnormality of the menstrual cycle
MP:0011624	abnormal sensitization to xenobiotic
MP:0011618	abnormal sensitization
HP:0000410	Mixed hearing impairment
HP:0000405	Conductive hearing impairment
HP:0000022	Abnormality of male internal genitalia
HP:0000812	Abnormal internal genitalia
MP:0009802	abnormal median aperture morphology
MP:0002200	abnormal brain ventricular system morphology
HP:0007585	Skin fragility with non-scarring blistering
HP:0001030	Fragile skin
HP:0001283	Bulbar palsy
HP:0012638	Abnormal nervous system physiology
HP:0032110	Severely reduced contrast sensitivity
HP:0032036	Abnormal contrast sensitivity
HP:0032112	Abnormal Pelli Robson contrast sensitivity chart test
HP:0000243	Trigonocephaly
HP:0002648	Abnormality of calvarial morphology
MP:0009151	increased pancreatic ductal adenocarcinoma incidence
MP:0009153	increased pancreas tumor incidence
MP:0013268	second pharyngeal arch hypoplasia
MP:0006344	small second pharyngeal arch
HP:0100184	Fragmentation of the epiphysis of the middle phalanx of the 4th toe
HP:0100095	Abnormality of the epiphysis of the middle phalanx of the 4th toe
HP:0010599	Abnormality of the distal humeral epiphysis
HP:0003946	Abnormality of the epiphyses of the elbow
HP:0031736	Involutional entropion
HP:0000621	Entropion
HP:0030369	Induced vaginal delivery
MP:0009149	decreased pancreatic acinar cell number
MP:0009146	abnormal pancreatic acinar cell morphology
MP:0009059	abnormal circulating interleukin-21 level
MP:0008588	abnormal circulating interleukin level
HP:0000321	Square face
MP:0010186	increased T follicular helper cell number
MP:0010185	abnormal T follicular helper cell number
MP:0001953	respiratory failure
MP:0001943	abnormal respiration
HP:0004230	Subluxation of the proximal interphalangeal joint of the little finger
HP:0032153	Joint subluxation
HP:0000872	Hashimoto thyroiditis
HP:0002960	Autoimmunity
MP:0031280	decreased susceptibility to aneurysm induced morbidity/mortality
MP:0031273	decreased susceptibility to induced aneurysm formation
HP:0500073	Abnormal ocular alignment
HP:0000496	Abnormality of eye movement
HP:0009711	Retinal capillary hemangioma
HP:0009594	Retinal hamartoma
MP:0005184	abnormal circulating progesterone level
MP:0009689	abnormal neural tube ventricular layer morphology
MP:0002151	abnormal neural tube morphology
MP:0030016	increased adipocyte glucose uptake
MP:0003927	increased cellular glucose import
HP:0009268	Pseudoepiphysis of the proximal phalanx of the 4th finger
HP:0009248	Abnormality of the epiphysis of the proximal phalanx of the 4th finger
HP:0010115	Cone-shaped epiphyses of the hallux
HP:0010056	Abnormality of the epiphyses of the hallux
MP:0001278	kinked vibrissae
MP:0002098	abnormal vibrissa morphology
MP:0000231	hypertension
MP:0002842	increased systemic arterial blood pressure
HP:0007240	Progressive gait ataxia
HP:0002066	Gait ataxia
MP:0005185	decreased circulating progesterone level
HP:0100685	Abnormal Sharpey fiber morphology
HP:0003549	Abnormality of connective tissue
MP:0012431	increased lymphoma incidence
MP:0010296	increased hemolymphoid system tumor incidence
HP:0011651	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis
HP:0001719	Double outlet right ventricle
HP:0007546	Linear hyperpigmentation
HP:0007400	Irregular hyperpigmentation
MP:0012416	decreased gland tumor incidence
MP:0010282	decreased organ/body region tumor incidence
HP:0000647	Sclerocornea
HP:0007957	Corneal opacity
MP:0030910	abnormal melanoblast apoptosis
MP:0001648	abnormal apoptosis
HP:0032289	Oligoclonal elevation of circulating IgG
HP:0003237	Increased circulating IgG level
HP:0010234	Ivory epiphyses of the phalanges of the hand
HP:0011980	Cholesterol gallstones
HP:0001081	Cholelithiasis
HP:0002503	Spinocerebellar tract degeneration
HP:0003133	Abnormality of the spinocerebellar tracts
MP:0006401	absent male preputial gland
MP:0002717	abnormal male preputial gland morphology
MP:0014170	increased brown adipose tissue mass
MP:0014168	abnormal brown adipose tissue mass
HP:0032914	Focal aware perseverative automatism seizure
HP:0040053	Long lower eyelashes
HP:0000527	Long eyelashes
MP:0009408	decreased skeletal muscle fiber density
MP:0011103	embryonic lethality at implantation, incomplete penetrance
MP:0008527	embryonic lethality at implantation
HP:0004876	Spontaneous neonatal pneumothorax
HP:0002108	Spontaneous pneumothorax
HP:0030775	Modic type vertebral endplate changes
HP:0003468	Abnormal vertebral morphology
MP:0011866	increased podocyte motility
MP:0011804	increased cell migration
MP:0004748	increased susceptibility to age-related hearing loss
MP:0006334	abnormal susceptibility to hearing loss
MP:0010934	increased subcutaneous adipose tissue amount
MP:0020997	abnormal subcutaneous adipose tissue amount
MP:0003963	abnormal corticosterone level
MP:0003953	abnormal hormone level
MP:0008078	increased CD8-positive, alpha-beta T cell number
MP:0008077	abnormal CD8-positive, alpha-beta T cell number
HP:0000010	Recurrent urinary tract infections
HP:0011277	Abnormality of the urinary system physiology
MP:0020461	superior semicircular canal dehiscence
MP:0005272	abnormal temporal bone morphology
HP:0008297	Transient hyperphenylalaninemia
HP:0010893	Abnormal circulating phenylalanine concentration
HP:0005745	Congenital foot contractures
HP:0002803	Congenital contracture
HP:0006383	Progressive bowing of long bones
HP:0006487	Bowing of the long bones
MP:0020938	decreased susceptibility to Picornaviridae infection
MP:0020914	decreased susceptibility to Riboviria infection
HP:0025297	Prolonged
HP:0011008	Temporal pattern
HP:0010035	Aplasia of the 1st metacarpal
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal
MP:0009036	absent posterior cerebellomedullary cistern
MP:0009033	abnormal posterior cerebellomedullary cistern
HP:0200158	Agenesis of permanent mandibular lateral incisor
HP:0200154	Agenesis of mandibular lateral incisor
MP:0000192	abnormal mineral level
HP:0100534	Episcleritis
HP:0100533	Inflammatory abnormality of the eye
HP:0002753	Thin bony cortex
HP:0003103	Abnormal cortical bone morphology
HP:0002805	Accelerated bone age after puberty
HP:0005616	Accelerated skeletal maturation
MP:0011280	abnormal flank coat pigmentation
MP:0002075	abnormal coat/hair pigmentation
HP:0005280	Depressed nasal bridge
HP:0000422	Abnormal nasal bridge morphology
HP:0010901	Abnormal circulating methionine concentration
HP:0004339	Abnormal circulating sulfur amino acid concentration
HP:0010331	Aplasia/Hypoplasia of the 3rd toe
MP:0009360	endometrium inflammation
MP:0009080	uterus inflammation
MP:0003403	absent placental labyrinth
MP:0001716	abnormal placenta labyrinth morphology
MP:0008146	asymmetric sternocostal joints
MP:0008148	abnormal sternocostal joint morphology
MP:0012677	absent brain ventricles
MP:0000822	abnormal brain ventricle morphology
MP:0001290	delayed eyelid opening
MP:0004874	abnormal timing of postnatal eyelid opening
MP:0005563	abnormal hemoglobin content
MP:0001588	abnormal hemoglobin
MP:0030744	abnormal circulating homocitrulline level
MP:0005311	abnormal circulating amino acid level
HP:0000402	Stenosis of the external auditory canal
HP:0000372	Abnormality of the auditory canal
MP:0002187	abnormal fibula morphology
MP:0003857	abnormal hindlimb zeugopod morphology
MP:0030050	large mandible
MP:0000458	abnormal mandible morphology
HP:0002632	Low-to-normal blood pressure
HP:0002615	Hypotension
MP:0006228	iris atrophy
MP:0001322	abnormal iris morphology
HP:0003682	Variable progression rate
HP:0003679	Pace of progression
MP:0008300	enlarged adrenal medulla
MP:0008289	abnormal adrenal medulla morphology
HP:0012257	Absent inner dynein arms
HP:0011536	Right atrial isomerism
HP:0031855	Right isomerism
HP:0004386	Gastrointestinal inflammation
HP:0012649	Increased inflammatory response
MP:0005660	abnormal circulating adrenaline level
MP:0012564	decreased tumor incidence following infection
MP:0002053	decreased incidence of induced tumors
HP:0200011	Abnormal length of corpus callosum
HP:0001273	Abnormal corpus callosum morphology
MP:0008031	decreased Cajal-Retzius cell number
MP:0008948	decreased neuron number
MP:0003962	abnormal adrenaline level
MP:0005118	decreased circulating pituitary hormone level
MP:0005116	abnormal circulating pituitary hormone level
HP:0011400	Abnormal CNS myelination
HP:0032431	Decreased HDL3b concentration
HP:0032426	Abnormal HDL3b concentration
HP:0031700	Invasive parasitic infection
HP:0031690	Opportunistic infection
MP:0012055	abnormal phrenic nerve innervation pattern to diaphragm
MP:0000940	abnormal motor neuron innervation pattern
MP:0003186	abnormal redox activity
HP:0033556	Anti-nucleoporin 62 antibody positivity
HP:0003493	Antinuclear antibody positivity
HP:0009518	Irregular epiphysis of the middle phalanx of the 2nd finger
HP:0009493	Irregular epiphyses of the 2nd finger
MP:0010384	increased renal carcinoma incidence
MP:0010294	increased kidney tumor incidence
MP:0002471	abnormal complement pathway
MP:0002419	abnormal innate immunity
HP:0031163	Low femoral bone density
HP:0002823	Abnormality of femur morphology
MP:0006144	increased systemic arterial systolic blood pressure
HP:0031889	Abnormal VLDL cholesterol concentration
HP:0010979	Abnormality of lipoprotein cholesterol concentration
MP:0020932	decreased susceptibility to Adenoviridae infection
MP:0002410	decreased susceptibility to viral infection
MP:0030426	facial muscle hypoplasia
MP:0030039	abnormal facial muscle morphology
HP:0031091	Toe dactylitis
HP:0001780	Abnormality of toe
HP:0008994	Proximal muscle weakness in lower limbs
HP:0003690	Limb muscle weakness
HP:0100630	Neoplasia of the nasopharynx
HP:0100606	Neoplasm of the respiratory system
HP:0008360	Neonatal hypoproteinemia
HP:0003075	Hypoproteinemia
HP:0033443	Elevated circulating propionylcarnitine concentration
HP:0045045	Elevated circulating acylcarnitine concentration
HP:0006690	Myocardial calcification
HP:0001713	Abnormal cardiac ventricle morphology
